value,price,exponential moving average
7276,20551.6,20159.74210394767
7277,20535.5,20162.860426736483
7278,20507.2,20165.718016556097
7279,20537.2,20168.800854592973
7280,20478.8,20171.3734616088
7281,20704.7,20175.79940798549
7282,20741.6,20180.494848583123
7283,20722.1,20184.9894971426
7284,20688.9,20189.171327041833
7285,20315.4,20190.21886789626
7286,20326.5,20191.349831648156
7287,20390.4,20193.001700265188
7288,20366.3,20194.439860428964
7289,20363.3,20195.841189388062
7290,20424.2,20197.736283252063
7291,20358.8,20199.072911606818
7292,20392.5,20200.678115659874
7293,20397.1,20202.30817279133
7294,20467.3,20204.507275091815
7295,20482.0,20206.810119281923
7296,20445.4,20208.790118292032
7297,20502.0,20211.223395318655
7298,20568.1,20214.185026892774
7299,20471.3,20216.318761109433
7300,20484.3,20218.542671805622
7301,20519.0,20221.036093616363
7302,20616.9,20224.321271262703
7303,20590.2,20227.357609260525
7304,20572.9,20230.225180967907
7305,20583.8,20233.159411831246
7306,20606.9,20236.2609934758
7307,20511.7,20238.54679435982
7308,20533.0,20240.990389427374
7309,20411.3,20242.403747191463
7310,20397.0,20243.686703646308
7311,20435.6,20245.279345109822
7312,20401.5,20246.575782079868
7313,20431.8,20248.112912519042
7314,20456.1,20249.838946440046
7315,20438.6,20251.40542821233
7316,20471.8,20253.23442880808
7317,20443.0,20254.80924682627
7318,20467.0,20256.570165939745
7319,20472.1,20258.358795268046
7320,20507.7,20260.428016884078
7321,20496.1,20262.383800976328
7322,20505.3,20264.399703042913
7323,20511.0,20266.44617853633
7324,20508.7,20268.456583693704
7325,20475.0,20270.170636941057
7326,20465.0,20271.78747812827
7327,20414.2,20272.96932478281
7328,20495.9,20274.81937188005
7329,20454.9,20276.31381692669
7330,20401.1,20277.3493869107
7331,20423.0,20278.558105691525
7332,20389.7,20279.48044506338
7333,20389.7,20280.395130166587
7334,20424.3,20281.58936145151
7335,20400.2,20282.573682103368
7336,20513.2,20284.487593455207
7337,20431.2,20285.705123799977
7338,20445.1,20287.027902855578
7339,20241.1,20286.64675843354
7340,20164.5,20285.633092388452
7341,20142.0,20284.441116518006
7342,20100.8,20282.91712384981
7343,20140.1,20281.73191950251
7344,20191.1,20280.979787390454
7345,20294.3,20281.090328573937
7346,20275.3,20281.042276054653
7347,20299.4,20281.194622311465
7348,20348.4,20281.752343288135
7349,20366.6,20282.456473219358
7350,20297.0,20282.577166387662
7351,20293.8,20282.670301936312
7352,20289.8,20282.7294695551
7353,20309.8,20282.954121260038
7354,20260.0,20282.763630627174
7355,20124.3,20281.448579750602
7356,20099.3,20279.936973279644
7357,20096.7,20278.41633449724
7358,20308.4,20278.665161596848
7359,20241.0,20278.352587641686
7360,20286.4,20278.419371146734
7361,20218.4,20277.921285079126
7362,20233.0,20277.548494331582
7363,20253.7,20277.350581515555
7364,20226.6,20276.929414863975
7365,20248.5,20276.693486109918
7366,20185.0,20275.932544316474
7367,20199.7,20275.299909093934
7368,20270.7,20275.26173557448
7369,20276.7,20275.273671378844
7370,20301.1,20275.487997757446
7371,20309.2,20275.76776541091
7372,20317.1,20276.110771507087
7373,20431.9,20277.403628175078
7374,20596.8,20280.05422047238
7375,20603.3,20282.73675806182
7376,20572.2,20285.138942642217
7377,20557.8,20287.401690006183
7378,20641.6,20290.341095068372
7379,20547.0,20292.471044486894
7380,20749.0,20296.259666524347
7381,20749.8,20300.023486719165
7382,21209.0,20307.566860273364
7383,20829.3,20311.896595872753
7384,20773.8,20315.72981914352
7385,20762.7,20319.43911525021
7386,20938.9,20324.579869480498
7387,21097.3,20330.99248467153
7388,21119.5,20337.536115504132
7389,21161.4,20344.373160188745
7390,21165.0,20351.18334143199
7391,21137.6,20357.70962075621
7392,21426.5,20366.57925045948
7393,21351.9,20374.756186140316
7394,21373.9,20383.047836047866
7395,21436.5,20391.790177657425
7396,21354.9,20399.782790290978
7397,21382.1,20407.93480033006
7398,21391.1,20416.093847630225
7399,21374.4,20424.04659578267
7400,21283.4,20431.17815930315
7401,21281.1,20438.23145258694
7402,21312.4,20445.485963353854
7403,21395.5,20453.36989726793
7404,21304.0,20460.42906824496
7405,21261.7,20467.07861954583
7406,21274.0,20473.775062537152
7407,21289.7,20480.546223843896
7408,21318.7,20487.501856841045
7409,21310.6,20494.332546825768
7410,21282.1,20500.87003606373
7411,21321.5,20507.680243233324
7412,21341.5,20514.599909264583
7413,21325.0,20521.325221220894
7414,21286.8,20527.67770901159
7415,21289.9,20534.003205202367
7416,21314.7,20540.482016777452
7417,21184.6,20545.82739423158
7418,21229.9,20551.504345316796
7419,21226.9,20557.10928850919
7420,21219.7,20562.60796661285
7421,21145.3,20567.443585147183
7422,21164.9,20572.401729668785
7423,21185.3,20577.48802236863
7424,21243.6,20583.015922597937
7425,21230.2,20588.38674481704
7426,21254.9,20593.917975150507
7427,21247.1,20599.3385728671
7428,21218.9,20604.48016147401
7429,21210.5,20609.509371752236
7430,21215.0,20614.53419024392
7431,21233.7,20619.672495719075
7432,21248.8,20624.893470858333
7433,21237.0,20629.973193091875
7434,21212.4,20634.80661057659
7435,21186.7,20639.386638704585
7436,21197.4,20644.017454980898
7437,21117.3,20647.945110956163
7438,21128.5,20651.933118334124
7439,20900.0,20653.991764655002
7440,20894.4,20655.986853745002
7441,20979.2,20658.669120518905
7442,20977.4,20661.31419005817
7443,20907.6,20663.358055700843
7444,20885.6,20665.2023871888
7445,20851.6,20666.74925534491
7446,20851.5,20668.282456545367
7447,20628.1,20667.948992175698
7448,20708.0,20668.281365684616
7449,20673.2,20668.322184226654
7450,20749.8,20668.998348672907
7451,20724.4,20669.45811341421
7452,20753.8,20670.158046082972
7453,20712.8,20670.51192121921
7454,20648.6,20670.33007954934
7455,20756.2,20671.042692997064
7456,20650.0,20670.868064839415
7457,20696.2,20671.078288367717
7458,20703.0,20671.343198837694
7459,20836.4,20672.712964822444
7460,20792.1,20673.70372859985
7461,20673.4,20673.701208030554
7462,20450.0,20671.844766470134
7463,20578.6,20671.070950980753
7464,20505.4,20669.696088317014
7465,20618.3,20669.269564762515
7466,20435.4,20667.328738498927
7467,20140.6,20662.957545648314
7468,19626.0,20654.352088837957
7469,19690.9,20646.356635818556
7470,19771.9,20639.099734276493
7471,19785.6,20632.0167489298
7472,19721.0,20624.45644395943
7473,19765.7,20617.32983446599
7474,19681.1,20609.56029227125
7475,19689.0,20601.920787771072
7476,19712.6,20594.540532270898
7477,19547.1,20585.848079720934
7478,19404.8,20576.046850843584
7479,19513.8,20567.231524280567
7480,20363.2,20565.53831661019
7481,19327.7,20555.2657994599
7482,18584.5,20538.910896559817
7483,18238.0,20519.81620032281
7484,18135.8,20500.031833515153
7485,18691.7,20485.024930332456
7486,18448.6,20468.125138379488
7487,18534.0,20452.074307355593
7488,18322.4,20434.400661651398
7489,18310.7,20416.776589770474
7490,18116.8,20397.689647116775
7491,18303.3,20380.308820169746
7492,18245.6,20362.593394276224
7493,18386.2,20346.191789344473
7494,18288.8,20329.117998561534
7495,18224.9,20311.65560853198
7496,18139.3,20293.62776115827
7497,17755.1,20272.56114073372
7498,17677.0,20251.0212142546
7499,17800.4,20230.684108742116
7500,17603.4,20208.8809211177
7501,17570.3,20186.98398401299
7502,17633.7,20165.794905307488
7503,17098.4,20140.339345927343
7504,17068.9,20114.850222724628
7505,16941.6,20088.516195980024
7506,16587.3,20059.4604599138
7507,16764.5,20032.116389707044
7508,16216.8,20000.454013028975
7509,15701.8,19964.78053574243
7510,15848.3,19930.618871545397
7511,15905.0,19897.211246055394
7512,16237.9,19866.843517872363
7513,16114.9,19835.707057143132
7514,16194.4,19805.488741316218
7515,16351.7,19776.826594085378
7516,16467.9,19749.36662235023
7517,16689.4,19723.972708471803
7518,16674.0,19698.661731638014
7519,16739.5,19674.104372869235
7520,16827.9,19650.484419567416
7521,16684.1,19625.86712147972
7522,16396.4,19599.06656445499
7523,16388.1,19572.41953902383
7524,16665.9,19548.29904492405
7525,17649.3,19532.539716750405
7526,17621.6,19516.681295864513
7527,17541.6,19500.29057971626
7528,17774.1,19485.965346689572
7529,17179.7,19466.826215181776
7530,17345.8,19449.224337877364
7531,17438.6,19432.538658724858
7532,18101.2,19421.49020512548
7533,17848.3,19408.434684750995
7534,17812.3,19395.188753757215
7535,17588.0,19380.191336713586
7536,17543.2,19364.94659533007
7537,17259.0,19347.469860099118
7538,17194.7,19329.6045500568
7539,17052.3,19310.70575711027
7540,17077.4,19292.17209937492
7541,17352.1,19276.07191597762
7542,17261.3,19259.35181708984
7543,17397.3,19243.899104914817
7544,17382.7,19228.453469189382
7545,17382.9,19213.137672764573
7546,17325.7,19197.474289588103
7547,17339.9,19182.058735317663
7548,17394.1,19167.220903489302
7549,17295.0,19151.68380055578
7550,16904.2,19133.032482708844
7551,16864.8,19114.208976628273
7552,16827.9,19095.235458150033
7553,16899.4,19077.01275725252
7554,16831.1,19058.374477109348
7555,16842.6,19039.986307174833
7556,16619.9,19019.90260338085
7557,16796.3,19001.449469742834
7558,16915.3,18984.13702601053
7559,17058.3,18968.154976002144
7560,16896.7,18950.964478275986
7561,16884.6,18933.816225344235
7562,16882.0,18916.788704801962
7563,16899.0,18900.04357032228
7564,16757.5,18882.26312575529
7565,16695.8,18864.118203549853
7566,16750.3,18846.576143769358
7567,16811.3,18829.68588531484
7568,16830.5,18813.095131079863
7569,16852.4,18796.823802191233
7570,16834.3,18780.537297608735
7571,16859.6,18764.595909246837
7572,16855.7,18748.754449419062
7573,16833.1,18732.85690212098
7574,16892.0,18717.58008135649
7575,16925.4,18702.707217610794
7576,16883.0,18687.605912900333
7577,16884.5,18672.642378353445
7578,16861.9,18657.615470649267
7579,16885.4,18642.908288320228
7580,16809.9,18627.696601280226
7581,16812.0,18612.62857969284
7582,16828.8,18597.82502301489
7583,16806.9,18582.96257469112
7584,16833.6,18568.445042950945
7585,16869.9,18554.349233465873
7586,16887.6,18540.517289619685
7587,16906.1,18526.953660660187
7588,16855.5,18513.082675924416
7589,16850.8,18499.28779894579
7590,16675.0,18484.148481112214
7591,16765.5,18469.88583811543
7592,16643.7,18454.730768919453
7593,16534.1,18438.791924364108
7594,16578.5,18423.353817107974
7595,16651.8,18408.65212567969
7596,16602.5,18393.663311358698
7597,16662.8,18379.299300476054
7598,16626.8,18364.755737816504
7599,16568.4,18349.8482213201
7600,16578.1,18335.14491657885
7601,16546.3,18320.29973054915
7602,16521.1,18305.36861245331
7603,16547.6,18290.781321063656
7604,16480.0,18275.75409018346
7605,16382.9,18260.045757484844
7606,16434.0,18244.891850783722
7607,16321.2,18228.927603059376
7608,16254.0,18212.538162370085
7609,16081.1,18194.84987886494
7610,16168.1,18178.030377795523
7611,16130.0,18161.03427507523
7612,15978.8,18142.924447066307
7613,15854.8,18123.93586244335
7614,16628.1,18111.52228682142
7615,16813.0,18100.746168258585
7616,16754.4,18089.573171011627
7617,16744.1,18078.4074185551
7618,16774.3,18067.584950351324
7619,16740.8,18056.57428686293
7620,16814.9,18046.269935934608
7621,16716.3,18035.232841030585
7622,16597.1,18023.29812865689
7623,16582.7,18011.34295746472
7624,16462.4,17998.488659062525
7625,16573.7,17986.664686788146
7626,16604.7,17975.196100175795
7627,16245.0,17960.837626315417
7628,16265.7,17946.770094146825
7629,16396.6,17933.90561203772
7630,16398.0,17921.159507373508
7631,16605.2,17910.238681586176
7632,16551.7,17898.964501656003
7633,16705.0,17889.056082555122
7634,16750.0,17879.60333498205
7635,16808.8,17870.71700025191
7636,16758.1,17861.483664150233
7637,16647.8,17851.411600547326
7638,16740.9,17842.19573664237
7639,16834.9,17833.83643592335
7640,16911.1,17826.178872139753
7641,16788.0,17817.56327983984
7642,16873.0,17809.724580422084
7643,16774.5,17801.133505065885
7644,16826.0,17793.04111083297
7645,17002.6,17786.481433564648
7646,16926.6,17779.34548805789
7647,16978.0,17772.69531803251
7648,17000.7,17766.288717882864
7649,16987.2,17759.823251344416
7650,16723.3,17751.221398636164
7651,16847.4,17743.720806116362
7652,16827.6,17736.11814382494
7653,16896.3,17729.148698647972
7654,16865.9,17721.984809032638
7655,16888.3,17715.066262899585
7656,16777.6,17707.28645988797
7657,16848.8,17700.16209092625
7658,16934.1,17693.804729175823
7659,16959.8,17687.713403622496
7660,16899.6,17681.17304342646
7661,16911.7,17674.787375016283
7662,16859.5,17668.0215046842
7663,16814.0,17660.934189292628
7664,16781.0,17653.631830875263
7665,16736.1,17646.017458834805
7666,16722.3,17638.351753782237
7667,16695.2,17630.52476827367
7668,16648.5,17622.375185134468
7669,16505.0,17613.10236202132
7670,16478.3,17603.68491503359
7671,16424.1,17593.895828601777
7672,16492.0,17584.751464878944
7673,16565.9,17576.29626600028
7674,16539.8,17567.694637236797
7675,16548.0,17559.232441077158
7676,16573.8,17551.05457849561
7677,16540.1,17542.66491394378
7678,16659.1,17535.332425031385
7679,16650.6,17527.990247230297
7680,16691.3,17521.046759701418
7681,16683.0,17514.09201480763
7682,16567.7,17506.23813916607
7683,16517.4,17498.03201352984
7684,16495.3,17489.710586031666
7685,16570.8,17482.084772039703
7686,16556.6,17474.404400487507
7687,16602.0,17467.164529944042
7688,16557.4,17459.614616832474
7689,16511.2,17451.743956111874
7690,16520.0,17444.011641123394
7691,16587.8,17436.90615032569
7692,16571.4,17429.723526671532
7693,16485.7,17421.88930653318
7694,16498.4,17414.225494860708
7695,16526.8,17406.860967932404
7696,16643.6,17400.52685201595
7697,16685.4,17394.59218934362
7698,16691.2,17388.754909764004
7699,16614.7,17382.331217566792
7700,16684.2,17376.537597503997
7701,16681.0,17370.76550125915
7702,16700.2,17365.200642327538
7703,16682.1,17359.53175732897
7704,16938.6,17356.038547724576
7705,16881.2,17352.097978863792
7706,16907.9,17348.411688582764
7707,16845.6,17344.238977474193
7708,16799.3,17339.716662308434
7709,16798.5,17335.22523772496
7710,16786.0,17330.667351934713
7711,16739.8,17325.76388843318
7712,16730.6,17320.824769027095
7713,16731.5,17315.934107043468
7714,16760.0,17311.320545989165
7715,16744.0,17306.612491665604
7716,16767.5,17302.138529079166
7717,16743.3,17297.500864937432
7718,16690.5,17292.46351336119
7719,16686.8,17287.437260138275
7720,16646.5,17282.11827872634
7721,16588.6,17276.362940313673
7722,16580.3,17270.586484377458
7723,16648.0,17265.419791561046
7724,16631.3,17260.157386651827
7725,16645.2,17255.05400584974
7726,16659.2,17250.109159328164
7727,16689.7,17245.4584609105
7728,16657.0,17240.574988205848
7729,16657.7,17235.737851374262
7730,16617.4,17230.606416923027
7731,16622.2,17225.55740101495
7732,16626.8,17220.58845992769
7733,16594.2,17215.39021544696
7734,16603.9,17210.31560784989
7735,16592.2,17205.18601774325
7736,16636.0,17200.462482326297
7737,16626.2,17195.69681857255
7738,16630.5,17191.0063885429
7739,16669.3,17186.676874945035
7740,16644.1,17182.174162289888
7741,16639.3,17177.668982519845
7742,16641.9,17173.222766897274
7743,16648.5,17168.868221113895
7744,16647.0,17164.53736450714
7745,16607.0,17159.91049841165
7746,16614.8,17155.38675983562
7747,16619.7,17150.941226558978
7748,16624.8,17146.574909326126
7749,16671.0,17142.62822958068
7750,16728.6,17139.192310663
7751,16692.9,17135.488640035088
7752,16714.2,17131.99246874849
7753,16674.7,17128.197510501614
7754,16676.6,17124.449813319028
7755,16672.8,17120.701682088165
7756,16676.8,17117.01785070154
7757,16679.7,17113.388656919786
7758,16680.6,17109.797049808418
7759,16710.2,17106.480891718722
7760,16605.5,17102.323373945124
7761,16619.9,17098.319860468404
7762,16616.1,17094.318035900204
7763,16517.5,17089.531164232983
7764,16517.1,17084.780698139763
7765,16573.9,17080.54102429628
7766,16540.1,17076.056036542785
7767,16570.3,17071.85889101131
7768,16575.8,17067.742219716612
7769,16538.3,17063.34850834967
7770,16579.9,17059.336487533492
7771,16582.0,17055.375188881764
7772,16533.4,17051.043444575695
7773,16277.4,17044.62316702735
7774,16287.7,17038.34164696903
7775,16272.6,17031.986944504555
7776,16261.5,17025.592861977548
7777,16204.3,17018.777153579395
7778,16005.2,17010.365724918986
7779,16067.2,17002.538623467375
7780,16142.7,16995.40303323113
7781,16221.3,16988.978941669047
7782,16085.0,16981.477041738184
7783,16032.2,16973.599223964422
7784,16027.3,16965.746118371357
7785,16102.3,16958.580590418067
7786,16124.1,16951.655440290117
7787,16077.6,16944.401868171528
7788,16108.6,16937.465753082968
7789,16167.7,16931.07765554701
7790,16158.6,16924.667052596415
7791,16122.7,16918.0117243591
7792,16021.8,16910.574282663176
7793,16005.0,16903.059143387964
7794,15965.1,16895.275250081842
7795,15712.8,16885.462177467056
7796,15774.8,16876.245063961105
7797,15637.9,16865.968341438605
7798,15729.1,16856.53374939347
7799,15773.0,16847.541768070703
7800,15859.3,16839.34059157219
7801,15807.5,16830.777599111007
7802,15893.4,16822.99853189847
7803,15841.0,16814.849166488522
7804,15814.1,16806.54419415252
7805,15795.3,16798.152126151253
7806,15679.2,16788.866216390663
7807,15754.9,16780.285583889494
7808,15723.1,16771.512259541865
7809,15680.8,16762.46070552077
7810,15791.1,16754.39962082765
7811,15742.3,16746.00045384983
7812,15828.2,16738.383852573068
7813,16162.4,16733.60390358906
7814,16111.6,16728.44204546799
7815,16232.8,16724.328833472406
7816,16160.6,16719.650585891723
7817,16073.4,16714.287510490132
7818,16134.0,16709.47184650266
7819,16160.5,16704.916063544133
7820,16128.2,16700.130038120533
7821,16142.6,16695.50323282493
7822,16177.8,16691.206940436343
7823,16220.6,16687.30148864849
7824,16174.6,16683.04670451033
7825,16215.8,16679.169138497797
7826,16503.9,16677.714622825617
7827,16577.9,16676.886285706732
7828,16501.7,16675.43245760958
7829,16455.7,16673.6089517373
7830,16492.2,16672.103483258154
7831,16572.9,16671.280217836924
7832,16531.4,16670.11938615363
7833,16554.2,16669.157399546548
7834,16600.9,16668.590948098026
7835,16577.0,16667.830857242443
7836,16503.9,16666.47043519064
7837,16388.9,16664.16694610192
7838,16456.3,16662.44190920481
7839,16415.9,16660.39591825705
7840,16327.1,16657.629977026703
7841,16384.2,16655.360848586646
7842,16521.0,16654.245820797547
7843,16466.9,16652.691083695492
7844,16609.2,16652.330161839098
7845,16478.4,16650.886758006407
7846,16504.8,16649.67441976569
7847,16595.8,16649.22732914523
7848,16556.3,16648.456147990495
7849,16737.5,16649.195101119203
7850,16683.7,16649.481448827755
7851,16703.2,16649.927245932922
7852,16688.3,16650.245692024768
7853,16645.6,16650.207138563983
7854,16704.8,16650.660191355983
7855,16613.8,16650.354297651782
7856,16582.5,16649.791191447206
7857,16593.6,16649.324874505735
7858,16548.7,16648.489813306518
7859,16567.1,16647.814379171195
7860,16532.2,16646.854923742387
7861,16578.4,16646.28683308892
7862,16524.6,16645.27698385167
7863,16549.0,16644.47800473257
7864,16612.8,16644.21511672649
7865,16576.8,16643.655655176895
7866,16575.4,16643.089218204474
7867,16569.0,16642.47436992062
7868,16558.7,16641.779146933728
7869,16546.3,16640.98678886789
7870,16604.7,16640.68565369056
7871,16592.4,16640.284942871556
7872,16519.4,16639.281748324905
7873,16517.4,16638.270281533827
7874,16519.3,16637.28297629288
7875,16480.3,16635.980213004146
7876,16381.9,16633.871663518636
7877,16353.0,16631.540778344206
7878,16417.9,16629.767825826824
7879,16453.8,16628.30751191955
7880,16440.2,16626.746453729345
7881,16432.8,16625.136939590513
7882,16468.9,16623.84036747773
7883,16523.5,16623.007667332684
7884,16497.5,16621.96610992743
7885,16483.6,16620.817843455003
7886,16531.4,16620.07578666285
7887,16505.4,16619.12412038349
7888,16477.9,16617.952135981966
7889,16502.5,16616.994026969667
7890,16488.0,16615.9235371193
7891,16516.0,16615.094296147356
7892,16518.9,16614.29600323327
7893,16493.6,16613.29437665042
7894,16521.4,16612.531767715565
7895,16516.1,16611.73150408307
7896,16570.6,16611.390163800224
7897,16624.0,16611.494809743792
7898,16619.5,16611.56124285795
7899,16615.0,16611.58978026162
7900,16621.9,16611.675342251154
7901,16614.6,16611.699613269815
7902,16550.6,16611.192562537286
7903,16576.9,16610.907976956063
7904,16561.7,16610.49961200207
7905,16581.3,16610.257291570517
7906,16587.6,16610.06926425458
7907,16572.8,16609.759975754543
7908,16573.9,16609.462382594753
7909,16590.4,16609.304188548325
7910,16561.8,16608.90996291722
7911,16506.4,16608.05925783077
7912,16501.0,16607.17079925956
7913,16511.2,16606.374361091428
7914,16470.9,16605.250092534654
7915,16480.7,16604.216481808224
7916,16491.7,16603.28273507123
7917,16506.7,16602.481218597608
7918,16418.9,16600.957723007585
7919,16449.2,16599.69832281665
7920,16456.5,16598.509954992445
7921,16475.4,16597.488295614916
7922,16520.1,16596.84606909529
7923,16520.0,16596.208342380807
7924,16556.6,16595.879642444037
7925,16530.3,16595.335413046163
7926,16547.1,16594.93511916196
7927,16553.9,16594.59457875398
7928,16522.6,16593.99711337013
7929,16513.8,16593.33157715959
7930,16535.1,16592.84832755661
7931,16544.4,16592.44626674701
7932,16551.4,16592.10563382795
7933,16530.5,16591.594383754687
7934,16531.1,16591.092355673736
7935,16566.2,16590.88578010798
7936,16530.8,16590.38714292866
7937,16523.7,16589.833722655392
7938,16556.1,16589.55377474954
7939,16546.9,16589.199801515104
7940,16550.4,16588.877811461036
7941,16569.5,16588.716999747667
7942,16565.4,16588.523497675073
7943,16422.6,16587.146539188143
7944,16436.5,16585.896360439692
7945,16135.1,16582.155311805338
7946,16109.3,16578.231201333925
7947,16168.9,16574.83426190377
7948,16201.3,16571.734392510378
7949,16153.0,16568.259418298676
7950,16205.7,16565.250626445573
7951,16215.1,16562.344812118223
7952,16225.9,16559.552738988612
7953,16208.5,16556.639438250117
7954,16188.1,16553.58101967543
7955,16205.0,16550.688231130403
7956,16178.1,16547.5962126148
7957,16170.4,16544.465953588955
7958,16209.5,16541.686153144234
7959,16136.7,16538.32527220528
7960,16303.8,16536.379004386148
7961,16202.2,16533.605734640205
7962,16154.0,16530.455479580953
7963,16215.1,16527.83842165912
7964,16251.4,16525.544326873565
7965,16192.4,16522.779643662998
7966,16211.2,16520.193920479072
7967,16204.5,16517.57405391908
7968,16169.3,16514.68381280772
7969,16242.9,16512.428345481516
7970,16255.9,16510.29947954391
7971,16279.1,16508.38081166388
7972,16422.9,16507.67142733472
7973,16476.9,16507.416062792523
7974,16455.5,16506.98522409715
7975,16455.9,16506.561280328708
7976,16489.1,16506.416373438013
7977,16507.5,16506.425366189567
7978,16495.6,16506.335529125754
7979,16488.0,16506.183367058322
7980,16480.7,16505.971886833773
7981,16407.0,16505.150543374573
7982,16355.7,16503.910289902586
7983,16384.8,16502.921822766464
7984,16403.9,16502.100064901184
7985,16372.2,16501.02205606383
7986,16413.3,16500.29407219608
7987,16418.2,16499.612793588643
7988,16486.6,16499.504803600357
7989,16455.9,16499.142938010315
7990,16489.4,16499.062083752968
7991,16433.2,16498.515510443816
7992,16839.4,16501.344427369593
7993,16874.9,16504.44447361549
7994,16952.1,16508.15945723694
7995,16836.7,16510.885934770242
7996,16871.8,16513.881072241027
7997,16858.0,16516.736830977618
7998,16854.1,16519.53652532635
7999,16874.1,16522.47896080082
8000,16883.7,16525.47664577343
8001,16870.8,16528.342399750414
8002,16858.4,16531.081466972402
8003,16871.4,16533.9056871635
8004,16771.2,16535.87493457293
8005,16802.9,16538.09091021963
8006,16838.5,16540.583931711586
8007,16856.8,16543.20813144842
8008,16853.4,16545.782337826444
8009,16782.1,16547.743480251123
8010,16913.4,16550.777974190947
8011,17051.5,16554.933343699737
8012,17090.9,16559.381199768617
8013,17095.8,16563.83280806929
8014,17139.2,16568.607639537597
8015,17153.3,16573.45985829662
8016,17153.7,16578.275129182126
8017,17107.9,16582.670356325845
8018,17118.3,16587.11541560945
8019,17143.8,16591.73520469153
8020,17133.0,16596.227028718986
8021,17105.3,16600.451700679823
8022,17114.0,16604.71351229244
8023,17062.6,16608.513400157233
8024,17106.6,16612.646898911116
8025,17106.1,16616.741945393183
8026,17087.9,16620.651970742616
8027,17096.9,16624.604236545583
8028,17130.0,16628.798392258897
8029,17082.0,16632.55940145177
8030,17099.7,16636.436086916903
8031,16970.5,16639.2084015483
8032,16974.4,16641.9900745645
8033,16960.4,16644.63248058471
8034,16925.9,16646.966650870316
8035,16945.4,16649.443276174297
8036,16910.6,16651.61055189069
8037,16917.5,16653.81710332728
8038,16955.2,16656.318206204232
8039,16970.5,16658.92552399507
8040,17028.3,16661.99087234366
8041,16917.0,16664.10713066446
8042,16913.1,16666.173461530314
8043,16893.9,16668.063308322595
8044,16921.0,16670.162368004563
8045,16927.1,16672.29463051075
8046,16900.9,16674.19177050651
8047,16947.1,16676.45656909152
8048,16955.1,16678.76896270902
8049,16953.8,16681.051377956246
8050,16960.7,16683.372113408892
8051,16987.1,16685.892676783093
8052,17021.3,16688.676140046304
8053,16881.5,16690.27633805422
8054,16902.0,16692.033380891946
8055,16928.9,16693.99907897583
8056,16926.0,16695.924397822502
8057,16926.4,16697.837058421486
8058,16945.3,16699.890692791432
8059,16979.3,16702.209442228846
8060,17020.5,16704.850857646034
8061,17003.0,16707.325124387564
8062,17035.4,16710.04773746319
8063,17083.0,16713.142776986315
8064,17041.2,16715.865243567343
8065,17041.6,16718.568436566784
8066,17021.3,16721.08073169901
8067,17012.3,16723.4974891123
8068,17007.1,16725.851036920496
8069,17004.5,16728.163476448128
8070,16970.0,16730.170418552294
8071,16954.7,16732.033734580906
8072,16939.6,16733.75627620264
8073,16970.1,16735.717634906352
8074,16955.3,16737.539895197588
8075,16938.5,16739.207613909643
8076,16957.8,16741.02165860749
8077,16945.4,16742.717744428173
8078,16938.9,16744.345812939144
8079,16953.8,16746.084021960396
8080,16946.9,16747.75054459973
8081,16963.9,16749.54431601384
8082,16961.8,16751.30577397223
8083,16945.3,16752.915684561674
8084,16927.6,16754.36534693046
8085,16941.5,16755.918331603236
8086,16894.7,16757.070046693665
8087,16879.5,16758.086062903676
8088,16940.4,16759.599041634767
8089,16959.4,16761.25714087431
8090,16965.4,16762.951272485312
8091,16951.8,16764.518481842282
8092,16999.3,16766.466876183844
8093,17010.1,16768.48872783377
8094,16993.7,16770.357701046767
8095,16987.9,16772.163031328535
8096,17006.0,16774.103587085145
8097,16992.1,16775.91268594751
8098,16994.7,16777.728348304794
8099,16938.4,16779.06172300766
8100,16950.9,16780.487766800128
8101,16939.6,16781.808200270665
8102,16998.8,16783.608962094146
8103,17022.2,16785.58897070747
8104,17006.0,16787.41810788002
8105,17044.3,16789.549907814628
8106,17055.5,16791.756962521562
8107,17077.6,16794.129103911426
8108,17080.6,16796.50645574619
8109,17101.8,16799.040012130037
8110,17094.7,16801.49362198788
8111,17099.5,16803.966703963084
8112,17205.8,16807.30142011277
8113,17256.9,16811.032528659554
8114,17235.0,16814.550930911344
8115,17190.1,16817.667520696312
8116,17346.0,16822.052022599248
8117,17329.7,16826.264868884733
8118,17298.9,16830.187152130504
8119,17303.7,16834.116719332742
8120,17349.1,16838.390439504255
8121,17294.2,16842.17309145858
8122,17289.0,16845.881198583404
8123,17302.2,16849.66807660346
8124,17247.0,16852.965436963594
8125,17223.5,16856.04041259045
8126,17198.3,16858.88074111667
8127,17073.8,16860.664303431055
8128,17035.7,16862.11688182582
8129,17047.3,16863.65367118826
8130,17040.0,16865.117126199148
8131,16919.5,16865.56843635517
8132,16930.7,16866.108947256787
8133,16964.8,16866.927960142624
8134,16937.3,16867.51196047339
8135,16958.3,16868.265388187305
8136,17035.0,16869.649077911894
8137,17022.4,16870.91672041885
8138,17024.9,16872.19458995894
8139,16995.4,16873.21704149455
8140,16994.9,16874.226858577582
8141,16967.6,16875.001739419262
8142,16993.7,16875.986787224912
8143,16993.6,16876.962830484455
8144,17024.4,16878.18637545969
8145,16964.3,16878.901011347993
8146,16958.7,16879.563243618963
8147,16974.6,16880.35193039391
8148,16986.6,16881.233657112636
8149,16976.3,16882.022589418753
